entropy_ElectronAffinity;gmean_Density;gmean_FusionHeat;gmean_ThermalConductivity;mean_Density;mean_ElectronAffinity;mean_FusionHeat;mean_ThermalConductivity;mean_Valence;mean_atomic_mass;mean_atomic_radius;mean_fie;number_of_elements;range_Density;range_ThermalConductivity;range_atomic_mass;range_atomic_radius;range_fie;std_ElectronAffinity;std_atomic_radius;std_fie;wtd_entropy_Density;wtd_entropy_ElectronAffinity;wtd_entropy_Valence;wtd_gmean_Density;wtd_gmean_FusionHeat;wtd_gmean_ThermalConductivity;wtd_mean_ElectronAffinity;wtd_mean_ThermalConductivity;wtd_mean_Valence;wtd_mean_atomic_mass;wtd_mean_atomic_radius;wtd_mean_fie;wtd_range_Density;wtd_range_ElectronAffinity;wtd_range_FusionHeat;wtd_range_Valence;wtd_range_atomic_mass;wtd_std_Density;wtd_std_ElectronAffinity;wtd_std_fie;min;max;mean
-0.09706419;-0.120903582;0.110321966;1.648218427;-1.29629874;-1.259839971;-0.454402428;0.738174993;-0.991620722;0.231097148;1.162495849;-1.102756513;1.150080118;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.352924043;-0.517873494;-0.673344865;-0.170869919;0.394636254;0.505587137;1.56185099;0.797807406;2.989984295;0.11173278;1.351396038;-0.764948059;0.934651946;0.788126495;-1.130897751;0.801328461;-0.7569294;0.62595477;0.344180257;0.020009588;0.03820746;-0.210233035;-0.243856219;-0.03372746;-0.102545295;-0.071376114
-0.09706419;-0.120903582;0.110321966;1.648218427;-1.29629874;-1.259839971;-0.454402428;0.738174993;-0.991620722;0.231097148;1.162495849;-1.102756513;1.150080118;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.352924043;-0.517873494;-0.673344865;-0.170374844;0.164512257;0.345761892;0.469156861;-0.031849212;1.814126921;0.311115737;1.048039941;-0.801082672;0.740003534;0.333535374;-0.20644326;0.602515068;0.082061745;0.458860843;0.580612326;-0.056352126;-0.029563133;-0.281900612;-0.337962844;0.585028227;0.519387727;0.554344911
-0.09706419;-0.120903582;0.110321966;1.648218427;-1.29629874;-1.259839971;-0.454402428;0.738174993;-0.991620722;0.231097148;1.162495849;-1.102756513;1.150080118;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.352924043;-0.517873494;-0.673344865;-0.189159587;0.607177904;0.298429512;1.950798886;0.92666132;2.982152152;0.201764665;1.195980213;-0.520634231;1.257468837;0.951980684;-1.277622789;0.836647981;-0.884740826;0.865677131;0.51731268;0.113712453;0.110366426;-0.387160569;-0.255123742;-1.312489212;-1.387873541;-1.364532899
-0.09706419;-0.120903582;0.110321966;1.648218427;-1.29629874;-1.259839971;-0.454402428;0.738174993;-0.991620722;0.231097148;1.162495849;-1.102756513;1.150080118;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.352924043;-0.517873494;-0.673344865;-0.189116868;0.586760293;0.284949429;1.847660353;0.851405692;2.874540982;0.219303722;1.169324286;-0.524227246;1.2396933;0.911404937;-1.195404659;0.818960142;-0.810132043;0.850477359;0.538005311;0.106791374;0.104898167;-0.393294851;-0.262373698;-0.281229735;-0.351318504;-0.321664524
-0.09706419;-0.120903582;0.110321966;1.648218427;-1.29629874;-1.259839971;-0.454402428;0.738174993;-0.991620722;0.231097148;1.162495849;-1.102756513;1.150080118;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.352924043;-0.517873494;-0.673344865;-0.188733167;0.404766481;0.164037201;0.961962817;0.194183589;1.9501163;0.37468112;0.933181188;-0.556057382;1.082220983;0.551947229;-0.467039604;0.662264767;-0.149177723;0.715823566;0.721319972;0.045477997;0.054533262;-0.448513559;-0.333449962;0.750029743;0.685236533;0.72120385
-0.09706419;-0.120903582;0.110321966;1.648218427;-1.29629874;-1.259839971;-0.454402428;0.738174993;-0.991620722;0.231097148;1.162495849;-1.102756513;1.150080118;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.352924043;-0.517873494;-0.673344865;-0.18864809;0.364753937;0.137272073;0.775054395;0.052881333;1.754960505;0.408615962;0.881606875;-0.563009186;1.047828592;0.473440675;-0.307962647;0.628042061;-0.004823465;0.686414804;0.761356403;0.032086983;0.04307256;-0.46078388;-0.350613151;0.750029743;0.685236533;0.72120385
-0.515200644;-0.453911347;-0.571170353;-0.039073168;-0.638209729;-0.191628029;-0.543481353;-0.497869629;-0.837945689;1.023534036;0.88047551;-0.440808942;-0.299320151;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.266098848;0.494565268;0.30124015;-0.228570044;0.714911622;0.106024754;2.202589555;1.029646412;3.032478321;0.238227549;1.131219342;-0.39599122;1.42870224;1.054734282;-1.392668264;0.863285605;-1.130134045;0.63644647;-0.268625308;-0.538172485;0.14760803;-0.473995117;-0.257466824;-1.147487696;-1.222024735;-1.197673959
-0.515200644;-0.453911347;-0.571170353;-0.039073168;-0.638209729;-0.191628029;-0.543481353;-0.497869629;-0.837945689;1.023534036;0.88047551;-0.440808942;-0.299320151;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.266098848;0.494565268;0.30124015;-0.22833627;0.602541535;0.034067616;1.635222696;0.617861004;2.449480897;0.333917176;0.985871249;-0.416743637;1.329910696;0.831732894;-0.941613846;0.766232478;-0.719598036;0.549271446;-0.148516422;-0.570384676;0.118133096;-0.507459345;-0.297866941;-0.611232767;-0.683016116;-0.655382404
-0.515200644;-0.453911347;-0.571170353;-0.039073168;-0.638209729;-0.191628029;-0.543481353;-0.497869629;-0.837945689;1.023534036;0.88047551;-0.440808942;-0.299320151;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.266098848;0.494565268;0.30124015;-0.228230188;0.551855948;0.00143729;1.386936431;0.435168912;2.194262947;0.376864053;0.920636931;-0.426057627;1.28557163;0.731646636;-0.739174145;0.72267364;-0.535343574;0.51014604;-0.094609826;-0.58484197;0.104469572;-0.522673584;-0.317533753;-0.532857047;-0.604237933;-0.576124407
-0.515200644;-0.453911347;-0.571170353;-0.039073168;-0.638209729;-0.191628029;-0.543481353;-0.497869629;-0.837945689;1.023534036;0.88047551;-0.440808942;-0.299320151;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.266098848;0.494565268;0.30124015;-0.22810302;0.491355919;-0.037651943;1.096575585;0.219525125;1.895723378;0.427955659;0.843031113;-0.437137947;1.232823793;0.612579357;-0.498342327;0.670853995;-0.316145787;0.463600615;-0.030480002;-0.602041049;0.087863081;-0.540931254;-0.342170232;-0.074977839;-0.144007496;-0.113090849
-0.515200644;-0.453911347;-0.571170353;-0.039073168;-0.638209729;-0.191628029;-0.543481353;-0.497869629;-0.837945689;1.023534036;0.88047551;-0.440808942;-0.299320151;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.266098848;0.494565268;0.30124015;-0.22799717;0.441207708;-0.07016843;0.860728734;0.042745459;1.653174905;0.470166136;0.778915368;-0.446292231;1.18924501;0.514209315;-0.299373866;0.628042061;-0.135050748;0.425146097;0.02250226;-0.616250442;0.07385442;-0.55614526;-0.363541511;0.791280122;0.726698735;0.762918585
-0.515200644;-0.453911347;-0.571170353;-0.039073168;-0.638209729;-0.191628029;-0.543481353;-0.497869629;-0.837945689;1.023534036;0.88047551;-0.440808942;-0.299320151;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.266098848;0.494565268;0.30124015;-0.227659148;0.282368316;-0.173849679;0.14147782;-0.505736586;0.913153905;0.603050946;0.577069523;-0.475111227;1.052052551;0.204525839;0.32700829;0.493263748;0.435063277;0.304085571;0.189298257;-0.66098372;0.028041161;-0.60481379;-0.43684157;0.832530501;0.768160936;0.80463332
-0.515200644;-0.453911347;-0.571170353;-0.039073168;-0.638209729;-0.191628029;-0.543481353;-0.497869629;-0.837945689;1.023534036;0.88047551;-0.440808942;-0.299320151;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;0.266098848;0.494565268;0.30124015;-0.408593306;0.669092041;-0.322590783;1.861155737;0.728806107;2.428814041;0.354787997;0.981233833;-0.411119799;1.571317148;1.093168366;-1.183082342;0.792533591;-0.759469223;0.572895621;0.247498293;0.334353479;0.123467515;-0.585487331;-0.078375064;-0.21110409;-0.280832761;-0.250749475
-0.985231931;-0.744421024;-0.115516676;-0.472510789;-1.233265343;-0.604698328;-0.195198132;-0.819063385;-0.837945689;-0.420028475;0.676605389;-0.376481748;-0.299320151;-0.282892638;-0.028202506;-0.559974141;0.320095269;0.085319666;0.57049433;0.311943422;0.246056563;-0.508074146;-0.862063253;0.202029584;-0.632551876;0.108021095;0.247706311;-0.019563245;0.379171072;-0.482205138;-1.368554477;-0.743346449;0.982375338;0.460087549;0.367674909;0.274286059;-1.016765106;-2.249490987;-0.688152538;0.281866754;-1.312888192;0.861405767;0.797184477;0.833833635
-1.150376225;-1.335089941;-1.379613589;-0.698896484;-0.03397663;1.343363475;-0.613561585;0.659254892;-0.607433138;1.192709901;-0.179649123;0.814090097;-1.74872042;-0.282892638;-0.028202506;1.069022921;0.320095269;0.085319666;-0.386906009;1.378353065;1.127858976;-0.747356832;0.619185026;-1.048844402;1.680901078;0.544454012;2.001918069;0.44437179;0.872010794;-0.420478041;1.739706139;1.192021332;-1.097972432;0.748767655;-2.185770113;0.533584198;-2.474694675;-0.905028924;0.107398025;-0.688235749;0.10916965;0.14364917;0.075742172;0.107997246
2.321393489;2.113593535;2.794980459;0.364181818;1.753195829;0.872669194;2.217337775;-0.393303007;4.38700548;0.851354472;-0.94416208;0.229611835;1.150080118;0.575779174;-0.028202506;2.707111763;-2.928363265;-1.437774715;-1.043207614;-2.117454195;-1.90202866;0.912551867;-0.373733867;1.203373476;-2.065537603;-0.487915505;-0.879135772;-0.32022443;-0.957439091;2.275561172;-2.218950483;-1.938453788;2.508257378;-0.951774589;1.486316749;-0.750197169;1.026659237;-1.195652754;-0.471010534;0.62681337;-2.274631722;-1.271238833;-1.346411339;-1.322818164
2.321393489;2.113593535;2.794980459;0.364181818;1.753195829;0.872669194;2.217337775;-0.393303007;4.38700548;0.851354472;-0.94416208;0.229611835;1.150080118;0.575779174;-0.028202506;2.707111763;-2.928363265;-1.437774715;-1.043207614;-2.117454195;-1.90202866;1.02840818;-0.113577878;1.401061258;-1.647220558;-0.238211919;-0.619298594;-0.393337409;-0.931544427;2.17212887;-1.995062003;-1.820305392;2.08716753;-0.866890712;0.761785869;-0.8463268;0.575203542;-1.2670546;-0.457654475;0.651797239;-2.230579082;-1.353739591;-1.429335742;-1.406247633
2.321393489;2.113593535;2.794980459;0.364181818;1.753195829;0.872669194;2.217337775;-0.393303007;4.38700548;0.851354472;-0.94416208;0.229611835;1.150080118;0.575779174;-0.028202506;2.707111763;-2.928363265;-1.437774715;-1.043207614;-2.117454195;-1.90202866;1.037478641;-0.102880788;1.398920664;-1.683964678;-0.308495524;-0.705808854;-0.376560687;-0.969344043;2.131058455;-1.962630709;-1.859409106;2.127423974;-0.87402327;0.753093356;-0.890108909;0.500636052;-1.239203335;-0.469079687;0.64519279;-2.240109039;-1.700242776;-1.777618235;-1.756651407
3.666362847;2.754248393;-0.484807803;-0.625662155;0.878703921;1.297804251;-0.830179628;-1.337453207;4.002817895;1.405839479;-1.963512689;0.223667621;4.048880655;1.26531866;-0.028202506;2.707111763;-2.928363265;-0.864567153;2.114421419;-2.583981354;-2.060140233;3.775061878;2.906143414;4.759659965;-1.991730203;-2.763763659;-2.157528326;-0.740821297;-2.61554944;4.810014041;-1.222167502;-2.687709385;1.9946061;-3.116281998;0.535249423;-2.629061492;0.116108322;-1.099632962;-0.42457005;2.366671313;-1.895096044;0.667528985;0.60231213;0.637774381
0.906869002;2.359561638;0.076000819;0.296652527;1.506727185;-1.234890872;-0.367241974;-0.711762062;0.874433264;1.478812002;-0.718448732;0.756655104;2.599480387;2.692535293;-0.028202506;2.707111763;-2.928363265;-1.437774715;0.398779983;-2.747253584;-1.69147897;3.67235309;-1.640235737;2.951213157;-1.164223868;-2.410886198;-1.80781475;-2.840139774;-3.179192096;0.644023704;0.007181362;-1.495711534;3.400938619;-3.121799474;0.660598799;-2.833876292;0.02250226;-1.24139282;2.666965583;2.585224079;-3.109921814;1.245034292;1.182782951;1.22178067
0.54690895;2.418009033;-0.499329205;-0.848689295;2.522305682;-0.340556071;-0.426947669;-1.983455425;1.313504794;2.347128546;-1.266956443;1.618180015;1.150080118;2.692535293;-0.028202506;2.707111763;-2.928363265;-1.437774715;0.350897146;-2.322984736;-1.389157598;3.601345524;-0.974266938;2.309799434;-0.615004458;-2.158386584;-2.931965776;-2.493671926;-4.328473349;1.793236785;0.518463695;-1.237659477;3.562609784;-3.121799474;0.660598799;-2.833876292;-0.330848642;-2.186542217;2.665871341;2.132844199;-3.374482646;0.502527468;0.436463324;0.470915441
3.666362847;2.754248393;-0.484807803;-0.625662155;0.878703921;1.297804251;-0.830179628;-1.337453207;4.002817895;1.405839479;-1.963512689;0.223667621;4.048880655;1.26531866;-0.028202506;2.707111763;-2.928363265;-0.864567153;2.114421419;-2.583981354;-2.060140233;3.895941174;2.833847542;4.754725897;-1.708820334;-2.007493571;-1.779214643;-0.960914298;-2.631839706;4.821718993;-0.646108095;-2.459979543;1.343274688;-3.105221524;0.465073736;-2.557902279;0.095419244;-1.001658841;-0.160145049;1.961254961;-1.520363585;0.543777848;0.477925526;0.512630176
3.666362847;2.754248393;-0.484807803;-0.625662155;0.878703921;1.297804251;-0.830179628;-1.337453207;4.002817895;1.405839479;-1.963512689;0.223667621;4.048880655;1.26531866;-0.028202506;2.707111763;-2.928363265;-0.864567153;2.114421419;-2.583981354;-2.060140233;3.771952671;2.682801166;4.561185939;-1.563656615;-1.707998818;-1.603101197;-1.047060961;-2.623964809;4.833460069;-0.44394333;-2.361070442;1.074946145;-3.09412688;0.394681286;-2.527790535;0.178994263;-0.965566093;-0.068864311;1.82796595;-1.391426823;0.750029743;0.685236533;0.72120385
3.666362847;2.754248393;-0.484807803;-0.625662155;0.878703921;1.297804251;-0.830179628;-1.337453207;4.002817895;1.405839479;-1.963512689;0.223667621;4.048880655;1.26531866;-0.028202506;2.707111763;-2.928363265;-0.864567153;2.114421419;-2.583981354;-2.060140233;3.29945268;2.081196584;3.821145091;-1.418539535;-1.223060816;-1.38782724;-1.181687128;-2.648180292;4.833460069;-0.068269354;-2.231546263;0.689931601;-3.09412688;0.394681286;-2.486523269;0.596306243;-0.903382101;0.092306761;1.542161617;-1.156451652;0.543777848;0.477925526;0.512630176
0.780505956;0.438432099;-0.214987178;-0.463174898;1.140149994;1.372572;-0.270502612;-0.643866791;1.92820493;2.252748962;-1.36209583;0.598801506;-0.299320151;0.2505247;-0.028202506;2.707111763;-2.641734571;-1.437774715;-0.818466365;-1.171378162;-0.797844962;0.6509132;4.310641947;0.762267593;2.849187212;0.967302562;0.050085562;3.67466337;0.553393369;10.7405776;3.60971857;-4.637464294;3.812412913;0.613562092;-0.0738003;0.412139906;0.040422056;1.625345919;3.867078271;-4.873891842;-6.855454238;-0.281229735;-0.351318504;-0.321664524
0.780505956;0.438432099;-0.214987178;-0.463174898;1.140149994;1.372572;-0.270502612;-0.643866791;1.92820493;2.252748962;-1.36209583;0.598801506;-0.299320151;0.2505247;-0.028202506;2.707111763;-2.641734571;-1.437774715;-0.818466365;-1.171378162;-0.797844962;0.651225375;4.111501287;0.679094553;1.901968602;0.310424936;-0.681930351;3.780499901;0.327640119;10.55126609;3.420241116;-4.91654339;4.465215533;0.460914464;0.57190117;0.27502881;0.229332377;1.543229717;3.827467907;-4.91244376;-6.92255543;0.832530501;0.768160936;0.80463332
-1.233572381;-1.250905899;-0.946377679;-1.144977834;0.792095569;2.160392228;-0.237039183;0.403759859;1.697692379;0.897201955;-3.059314594;1.763434968;-1.74872042;0.2505247;-0.028202506;2.707111763;-2.928363265;-1.437774715;-0.315202285;-1.664405421;-0.040587338;0.130623535;1.566231779;-0.63493784;-0.004261234;-0.330045951;-3.588949136;0.628839304;-4.444042058;11.00992582;3.15082226;-3.753953752;2.125266149;-2.466186225;0.021468032;-2.838557436;-3.095299838;1.671144061;2.621767538;-0.640022877;-3.282531079;-1.642492245;-1.719571152;-1.698250778
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.105378537;1.10114364;1.542556845;-2.044774052;1.786158534;1.284689493;-0.114299125;-0.283046911;0.899343063;-3.278466199;-2.939287475;3.466964315;-1.340571603;0.705941419;2.743684385;0.346921114;-0.940482283;-2.134762195;1.306724844;-2.915102613;-0.899985421;-0.973251526;-0.947385549
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.088623915;1.047134301;1.568923766;-2.191081895;1.714832798;1.304618027;-0.134299366;-0.250791114;0.829909584;-3.35084549;-3.015799152;3.564493091;-1.412714504;0.771688131;2.994395277;0.263200127;-0.942818748;-2.202302117;1.366331938;-2.904650539;-0.854610004;-0.927643104;-0.90149934
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.062016439;1.060926209;1.659080673;-2.203397784;1.932498935;1.732825806;-0.224246363;-0.0966596;0.7537579;-3.466436356;-3.063382781;3.512988215;-1.516222546;0.615974022;3.808890027;0.011988273;-0.934467126;-2.321081264;1.510205956;-2.867476389;-0.532857047;-0.604237933;-0.576124407
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.033944125;1.019820215;1.671098266;-2.400611367;1.866380173;1.713981494;-0.226966577;-0.088373334;0.72777504;-3.565092876;-3.18676984;3.695295411;-1.631676511;0.715227437;4.302538284;-0.082555874;-0.958839504;-2.427081749;1.571008453;-2.89011094;-0.314230038;-0.384488265;-0.355036312
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.066011998;1.034573439;1.678486334;-2.285686836;2.074646515;2.077494873;-0.29700626;0.034515969;0.671493549;-3.593010611;-3.144915962;3.534344006;-1.634235377;0.529970521;4.609150316;-0.220074589;-0.931210617;-2.452035629;1.645935324;-2.842056385;-0.21110409;-0.280832761;-0.250749475
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.088141072;1.075885431;1.679669702;-2.077561826;2.391017287;2.513666579;-0.418419968;0.099738271;0.633500548;-3.586385218;-3.026613437;3.246969145;-1.662486957;0.250164431;4.99595951;-0.147842587;-0.850280988;-2.505064528;1.75073674;-2.730663527;-0.074977839;-0.144007496;-0.113090849
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.092971103;1.067366833;1.694550939;-2.134949395;2.494881507;2.771501729;-0.446688864;0.226705742;0.612628793;-3.686559065;-3.103984545;3.295509781;-1.72912935;0.197220692;5.518896259;0.001192363;-0.904427863;-2.578226296;1.819172804;-2.760490033;-0.062602725;-0.131568836;-0.100576429
0.579125255;-0.667627047;4.116304787;2.668239322;-2.087626272;0.757421231;7.444723778;1.954818009;0.545129621;-2.763373786;-2.167382811;1.47206045;1.150080118;-0.282892638;-0.028202506;-2.585902165;-2.928363265;-1.437774715;1.886674165;-0.444525442;-0.264735662;-0.07068919;1.088157887;1.621546019;-2.157362342;1.886067082;1.547883333;-0.176828255;-0.185950143;0.815120825;-3.398878737;-3.029551388;3.51945781;-1.464345095;0.657956136;3.526873953;0.148376256;-0.922739028;-2.263884973;1.438269947;-2.886937626;-0.673108336;-0.745209418;-0.717954506
